assembly_quantity,item,item_quantity,price
143,616a97c8-cf78-46ae-9ccf-d7c484cc3608,83,724.33
460,53a12844-8d9d-4ac1-982a-214a4ae6790f,2,774.62
71,95b9c609-39f2-417d-9f20-2a6949a089ec,35,478.64
105,6f6e504f-facc-4044-aff3-541b62532485,64,798.38
499,2de1c616-e9da-46f8-94c9-55b3ed5f050c,22,430.9
310,f64b76e2-376a-4104-8744-d67e01a8a502,58,205.13
448,23d30a01-645c-4d06-9e10-79245162cbd7,35,656.85
245,c6fb8015-4526-4685-a1be-cb122764576a,68,720.62
312,2250386d-a0bd-4d89-aa74-88b9fa723d16,44,717.76
117,99e78997-5e52-4fe7-9b44-3b53c65e41ed,64,836.39
21,07f5b317-8b84-4de1-b0c3-9b6b647064a6,57,226.83
428,35249c80-d2e3-4422-ac86-1ffa088d5eb6,69,824.45
395,827e16f1-16b9-4b70-9dd7-8121a26fc23c,23,21.44
380,c76828aa-1549-4381-a444-dc322863c979,89,535.57
75,54c46423-5373-428e-9572-b72d65889b0c,46,144.29
44,d99eb245-e376-4629-81e7-4e2d6c0dcea3,40,611.49
276,dcaee52a-4eb9-4536-91e1-9f1225f99fa0,2,793.11
310,bcd82d3a-c5e3-40de-8968-450b2b15c58a,9,453.66
392,13335a2e-4e24-4b7b-bdbb-fc26ac8e1180,32,457.34
98,5eac8e5a-6b3d-4645-81d1-b0b2cca219ad,69,933.49
448,e8fd6b03-9704-4571-b3ce-10d96a38d190,80,698.91
424,264769ac-af39-4128-965b-16bfd95fa03a,23,997.6
298,14db9cc1-be8c-4f1f-814a-9c394ae98522,74,276.32
170,daa0fca6-bb42-48d1-8467-9743ca9571c3,72,273.98
269,f3f07812-13f8-4d3a-a7ea-3a1026e9d7d8,83,575.55
98,d6730efa-07a5-4c13-8f49-0c0c392b6a70,89,651.62
39,465d338b-e530-417f-a1b9-1059dfe3195b,3,991.17
137,01974698-e567-4a01-8d76-4bff58e894b7,67,152.47
169,2c8c7287-4d8a-456c-a2b7-2af0efabf3ec,30,898.5
195,f8a1efcb-8b68-4ff9-895a-b5c8441e93c3,8,82.83
487,dff21874-4573-4797-afac-bbe8463570f3,3,332.23
112,e6510bdb-6662-49d5-a4a4-5d1be18d0fb8,46,597.59
352,5488e492-e593-462e-aeb9-d8d04b403447,35,111.98
255,8607558f-94f1-4383-9b03-8e7fd6601a46,32,500.59
234,fe395656-2acd-4e2f-89d5-557371b6e0b3,64,380.14
156,678f5dc3-98df-4181-a7cd-c9392ec7bb29,4,95.32
272,6edc25ed-d16a-4edc-ac53-15ed459d5489,88,82.62
469,f63e5d34-c645-4664-ad2e-1a89c6edddcf,94,959.3
348,2c2fb2a8-5605-4f04-8089-5c538c0a45c9,33,862.79
282,c18e89a3-9ee2-4b11-be17-afd32303725d,49,49.51
135,4bcb6dd2-dc49-4426-bb75-c7c7dd7228e1,66,527.28
389,1bb8fda8-8b0e-47de-98f6-c827bd700b46,40,915.31
213,1ff9a1da-c3d2-459d-85ab-6d78d7fddb36,25,362.82
494,57a7d3fb-5fe7-4594-8ca6-6dd554932f19,71,776.9
384,16aa50ea-8ada-44f8-be5c-59a2bd2d9420,16,815.9
329,be37e6db-1d6f-4350-81e1-31c56d7f510a,56,196.99
191,d1f3498c-8d7f-4e24-b383-b8a8b7e65370,91,254.78
10,2e39df3e-f6d1-44e2-b78d-e83d2aa05bc2,84,380.17
279,e84a80ae-1cc6-4af4-aabf-217aa1986c57,4,710.38
493,e8f76d2a-c828-4917-88dc-a4aeef193307,94,213.3
372,6713aa74-7f9c-41a7-936f-f8d345b69811,96,84.37
202,ce05136a-9afc-457f-8dca-0b7345e8ab8a,34,821.25
480,25e8eb63-ade7-49e9-aca8-bf733e81cce3,28,459.99
433,3e68b734-d374-4a65-bdb6-81f54fa6472f,57,315.45
41,72ada62a-26ad-4fc0-a923-9b64b9a08682,8,936.3
109,ff0aec5c-29d7-4e8f-8bd8-e1e1f4efe5eb,3,35.51
246,eeabccb5-9697-4c6b-9f86-9f26286f1747,54,73.78
492,ee28d200-832d-4f3e-9fcc-6f99aecda634,19,912.59
334,5a89a21f-74df-4384-bf69-2eb761169eea,92,8.12
228,c294b2fc-67db-4ac2-a640-522cfd71e001,81,880.12
328,ebad1ff6-d263-46f6-8bd3-19cc7755b579,96,858.17
350,2722c9d5-2a59-46dd-a4fd-eee01a71f083,46,249.64
496,3ad147d8-bb91-4ec0-88d2-1f3f63d99cc9,17,247.17
487,ece7cbfd-7849-4de5-a5a9-a4bc16a0214f,53,361.92
391,9f64e74f-1767-454d-849d-28f611ddd2ea,96,122
115,440a7ed4-0809-4071-a90b-f96a8acea6c1,66,457.78
389,84d74b00-1f91-45fe-a56b-6ca1fb15bc8d,25,515.41
241,602a765c-a1f8-4689-948a-d3503ad1bb09,40,725.42
164,17b50b14-65f9-4a64-a347-d6e892f85f2b,76,206.47
468,2361b2e2-df0b-485f-8c65-c9d9ac0cb876,39,770.7
84,d4fee56d-ea97-421c-a464-bf79ec3dc2c9,39,520.46
338,cb1aff88-02fb-4bcd-b2f2-cbf1cc3c63ae,49,260.59
398,4248fa81-830c-47c0-81c4-7fe11f8ec932,83,521.63
86,b4d6c7b4-8557-45ba-ac86-ed254d4b968d,57,868.85
98,95dcaf5c-f1be-4a9f-8551-223dcdc5f5c9,20,956.54
328,41a20cf3-12d6-4a2d-bf34-549c5d16b144,38,121.99
34,994a1985-2ba4-48b5-8f4f-68a358c691ae,44,122.33
20,319da7a1-d8a4-4bba-bc77-0bbca3e4bc76,11,421.1
375,a37366ec-6cd3-4361-a3a3-71cc5390bbc0,37,937.38
303,2bd0eda9-20d4-4f09-9825-653ba1773cdd,75,387.17
401,2370cfbf-74de-47cc-b45b-9b90231791f1,77,675.23
12,1c2fa799-7b4c-428c-8bf2-274f100b57e0,73,927.39
472,0f5345b4-552d-4729-91eb-e8f9799befc1,37,441.86
463,d72d72bd-1c20-44b3-8b6e-8b78ee889ecc,99,564.76
480,592dfca3-255e-471e-a494-74a39f0ace05,96,2.79
285,7d9cc0b5-c9f5-4c95-a41e-26f701a70235,76,398.83
100,17489ec4-40e3-4e67-87d8-01a0f10653e3,85,854.11
294,3474ed1f-308f-4346-bef3-948245795f1d,71,82.7
166,36c82289-463e-4b58-a97f-5fd9c3991cfb,83,415.16
216,cb69f0cd-2607-487e-b25f-f90e2ff23a3e,9,876.59
275,ee16cf0f-7503-4701-86f9-e8d1100f0f34,10,369.9
241,a2bae80d-1979-4a49-bae2-0ccffddcc838,24,736.62
294,d87fffe3-1d9f-4e39-9050-88a7db4c4ccd,33,366
378,91dc141f-580a-4822-9c7f-6eb9da01ab01,6,2.83
313,0fd8bc23-e5b2-4a2b-af5c-f536ebb1559a,39,924.25
213,2f053eee-0bd6-441a-8c4b-bf2af6aaded9,78,868.27
358,1e1a57be-3204-4b07-9b50-85cfc7ccdb6b,96,219.5
475,c136c3c0-8ff0-4edb-a821-198f26235085,11,387.85
10,cbff4cff-40d6-4697-8667-10f0b1b99d64,72,640.6
305,32f8fd14-dd71-4c8a-855b-07db24ce2a4e,76,459.69
26,e203e054-36c1-43ae-9a27-1f1d2e756a40,20,254.96
69,949d142f-fe1c-40c0-87d3-1992067850d3,17,85.66
351,8ce6685d-3aaa-463e-82c0-f5e1f12d8ad8,80,618.34
43,ee470f1c-485d-4f8c-8e6b-a7334a65e1eb,7,885.71
290,b5314a21-cae0-469f-83b8-7af243fbd7fc,93,4.68
306,4af9f5d2-2ad9-4724-93e7-0936403460be,36,913.18
225,85a18cfe-9556-4c7b-b0c9-0b92052dd89e,28,952.34
443,280cda0f-85d4-4eee-af94-0bc56651128a,31,593.39
138,1682e162-0abc-48d3-9a49-2df502afcfc4,100,640.25
74,5c29522b-68ef-4952-ae38-a382dac45b23,34,548.24
382,3ce96b8d-fcd5-4c49-9447-7414dd47057d,41,592.82
427,c90b1c70-e586-41dd-8559-421d162b0701,81,542.4
185,5c07106c-ea6d-4031-a992-fd93361ed8d4,35,260.47
191,96fb073a-4673-42e9-85c2-eca69bbca8d7,62,441.1
130,92de629e-0759-481c-ba33-40d45e4f27b5,39,399.5
283,8747019f-67e5-4ca3-8fb8-a43a19be83cb,61,273.77
14,52c73538-5f3e-4c99-9c10-7533d368e5dc,32,256.32
211,91ec741e-67e7-48b1-beed-1299175e35a2,64,816.71
371,93df693b-ae30-4729-8583-4493c9637e8d,55,646.8
61,d9f367d7-2f19-457e-80a5-daa295b32074,30,451.7
195,81f07225-d00b-41ad-b6fa-4627f68a4686,54,221.22
328,64843f83-8a8c-4b55-925f-acc82ce5d908,24,753.2
325,9338109f-0881-4b38-b869-1c28929b2173,11,767.57
259,f0ed7e58-5f2d-48ed-8de9-82d10a6bc08f,72,477.59
464,35a79009-a6a3-42e1-a3f3-2aee68052bdd,69,220.95
77,7b9067c5-ad4b-48d5-be21-6c0d8fef8366,87,998.17
387,7931c04e-80f6-4eb2-9caf-458a13522739,36,697.58
155,849daa4b-f1c2-4283-b898-12b7f97c46d2,40,495.45
370,6b4ca32f-e0ae-458d-9bcf-c2c149ab03af,80,73.75
419,b407c1db-55fc-4c37-94b9-518bc5581d88,37,602.45
273,f6932231-1a9a-45d4-9889-47b7fff4c0a4,66,176.93
469,72f95ea6-cc8b-4756-92eb-0f62a359a44b,24,88.69
430,86962a0e-c087-4866-a890-34d2c8f3937d,83,795.93
362,794d0671-26bb-4a81-94e4-c34c68305dc5,74,204.2
107,81ba0018-ad26-46ea-aff0-bf719cd7c3a3,7,897.37
479,8421797c-f71f-47fc-9f42-f328cfae437f,13,254.29
246,8d9c64bc-f2c1-4878-aedd-90cd7e171c64,10,679.71
228,41444449-f247-4dc5-af54-5b49a2a7c88d,45,414.85
140,658b05e5-3d8c-4504-8f8d-9a82970a317b,54,722.97
186,ce1d5c89-e6ff-4c71-af21-5707f74b8999,78,139.99
150,e4f64985-c9dd-479c-8122-c8b48af7ec18,31,1000.68
149,f668f3ae-84a8-4b40-a2e1-6c0396a66008,64,505
367,ccf70fc6-4228-499a-a2cc-98ff1744600c,52,920.4
413,ac9ee1bb-3d6c-4273-a69e-8bf72e08436e,13,446.21
262,aa4cd132-e4c6-474a-a6a5-405641c6e7c4,82,180.95
11,a2690a94-5c94-4cfc-b57a-ffed95858086,14,788
462,3b90f40a-9f64-4a37-8e77-7053f926a157,54,825.87
282,7a430611-d3c6-4202-82ab-71b65399af6b,48,743.1
179,0da2aa80-ecb7-4abf-a230-95e784db243c,24,627.16
133,1c4bfdc0-6d10-4fea-883e-cf1e4335feb9,42,188.65
168,41a699cc-74f9-4bdf-a30c-fdcc5b81acbf,20,108.42
299,618261a8-2edb-4285-acde-d5e488d8c00d,87,463.39
423,66396b77-24d0-42ae-b137-79b26973ab5f,42,520.8
384,cb3a8708-9197-45d2-bc10-16249d4bb2a8,80,870.72
315,45dfecfd-64f1-45b8-9c78-864f778d5f9a,84,800.17
136,9598fd4b-1aa4-42dc-9cd1-e0ff8f65084c,57,219.25
342,73dfbbf8-6f22-48d8-b0a2-db0ad2dab9c7,96,106.52
379,84ac99db-9846-4d49-944e-e8e4c479a8d5,46,794.5
362,3ea08285-f885-4632-8821-6c0543546478,9,667.5
155,479a72fe-7ac1-4116-97c9-468d4b0a8ce0,4,832.17
447,3c757800-cb2e-44e8-aae6-89846a71a819,62,279.26
218,14232ccb-54a7-480d-a4a8-8a138b92cdcd,91,598.73
143,00083c11-214a-4da0-9b17-3db61349521f,98,868.98
59,464d8cd2-b6b5-4ff3-9d45-ee99a816eeeb,91,331.4
231,c48d4b0b-98e1-465b-85db-efebd5915d75,82,850.15
311,7d856a1d-1be5-49a4-82f1-e97ecd1ecb52,38,614.34
350,629fcd76-7627-4f7f-9140-a21e3521c8e3,69,873.69
217,a2e5cc4d-5233-4994-bba9-f46d4dbde6ba,26,803.8
397,40ca50f7-eaa0-4fad-ab41-1235f498e19e,56,977.96
56,a8051e41-b6bc-41ae-9ae0-d46edef9a8a8,91,192.78
435,76fb5725-d3cd-4de3-a0d6-f4762a22e82b,56,780.36
407,bdaeed6c-1b4c-4cc7-a545-447f8bd25b4c,59,734.76
246,9241b716-120c-49b0-9a24-1119f41f4757,42,566.6
321,d53b5c8a-ad54-4b1f-8dc0-1f1b64817ed7,81,51.53
68,bc6ad081-decb-4e76-819e-f955b429b522,62,642.41
13,6147f27f-67a2-4f4f-8d0c-6993e673fe84,75,539.6
471,548d79a8-652e-41ff-b814-c8bf425fe6f9,45,357.34
26,b5125e4a-6d65-4b80-aa6d-503716ba5874,99,409.15
269,1a45dcb6-7eee-4b59-8e6d-603aed350fdb,51,981.84
358,375ead05-e137-459f-abbd-7a938681bf9e,6,788.46
390,b4607a4c-30dd-4f46-aa43-69b76c213c69,91,894.83
259,525514c6-7afa-46df-a95b-6677b0234bab,75,397.26
408,e2968add-07ea-4f98-b591-2e48319b9bfe,51,174.55
141,76d08c7f-c414-4fdf-b174-8c46dcfad14f,22,890.51
262,34e800da-32c4-4206-bf29-348954b7fb3a,63,891.18
12,471eed14-bb6f-4c4b-ad75-60c19da22cd1,17,131.92
266,62a7a5eb-8699-478e-933e-dce479faca9b,34,914.73
359,336801a2-4158-4e25-945d-5f61df623b04,85,471.63
274,1725ea74-90b5-42cf-9c8b-b692c2ffb7fb,65,221.61
372,656f0e1e-7bdc-470b-95f9-89c6b323bca5,80,280.6
40,8174efba-250d-4bfb-b83e-80ac35816e8c,43,314.64
176,c852c25a-1201-4dc9-9384-79d2f38fbc0f,20,231.95
219,faecc87a-4559-46de-a03c-6118b9bccaca,19,15.64
360,d0e36a70-8c4d-4f79-9483-fb13dabd92b6,95,995.58
423,4f02a615-8ef9-4b96-83cf-158a977ca1f2,97,845.5
269,d59fc0a2-615e-48ab-9559-cfa39f2c1028,79,85.68
14,b6bce38a-76da-4e31-aa1e-64ab0eb195eb,86,148.77
362,63dbaeb8-45de-41a7-86e6-4567b5dd93b9,69,957.5
245,7cc3915e-4a97-4886-8d2f-d8639956133c,76,726.14
221,a5c64bc0-4515-43ce-92d2-429aac4dc990,39,722.9
443,b0aa8cc8-d890-44be-9f14-8c455767c8d0,26,444.67
81,aeff7d08-a119-4e2b-b200-57cb54bc4ec9,23,494.24
303,114c6368-1ff4-4cbb-bb95-b95b3c61f321,4,400
200,f2aeeeef-c188-4976-8f1c-255189fa53f3,5,634.42
346,fa676d36-1343-4317-beac-150ae81069eb,100,355.36
262,4e356240-c443-42b6-9732-d6cdb0d08924,33,976.91
310,9668d219-b351-4239-a698-bf3d8289d5b2,78,328.36
486,7c551997-9d5c-41b6-8315-2434e05c3352,94,906.3
471,8eee3bdc-d81c-49e0-ab32-f1ed0517d56e,33,720.87
429,8672dd4b-c3f1-48f6-9523-c7b1bdb8b5b3,59,865.45
180,ab7cafb3-7231-462b-9b5b-451adee6c6f2,9,940.9
291,7a3db7f8-2185-4798-b561-f063b1227aad,92,445.4
478,c034b81b-0b67-4191-9e45-21480c46372b,56,560.62
215,c62bb1c5-a2e7-4ca1-ba13-25da16bd27da,64,762.6
251,3678d60f-08d9-4a9f-ac84-abc813fff554,68,485.28
491,7d2dddd5-fd0b-4150-9d21-f25bc0dc926c,22,520.21
24,d1fb1b81-b835-4601-ab31-c8627630cad2,34,157.57
181,044385d1-5bd8-4a56-8d18-edd14b947bd9,44,694.7
348,d9f5dbc5-b0fc-4218-bfe6-417fafef4455,56,544.6
468,777d5406-7c76-4b4c-8620-33270a708f7e,25,248.91
295,eb44c742-8752-4c3e-b67b-5aea36cf72bb,25,478.78
400,d23d3487-3de8-46f0-8be4-4c0551977025,35,486
153,881c9894-26e1-40a3-9abd-792b01d5b437,75,928.32
253,b9e937f6-b3f4-426d-955f-46be70070078,95,376.95
99,ba668368-c55b-4cde-9ed6-d13d10ac3264,29,140.7
72,f8535024-f1f3-41a9-b428-e27e4d68e127,23,252.63
400,d5ca85fd-b3fd-4ff4-83a4-4ed2f6a0824c,6,828.67
241,7c676f53-36fb-4bd9-b996-ccd3e5263720,25,831.85
329,40791c17-9e3b-42ee-b855-f56ea73e95de,34,328.89
64,51bb4ba4-6029-46e5-a932-c6b1d544616a,2,231.39
68,f4ab447d-63e8-4ae2-b744-d91eb3f310c9,3,915.4
289,b8dce47c-113d-4a34-9d85-34aa83bded1a,57,947.57
15,1db64762-5f36-42c7-96b1-677b77e4b925,16,893.57
409,b2d19c75-0630-4150-94fd-953af28047b1,7,30.68
38,e30e2456-b0e7-4a50-96e0-2fb860ae80d0,16,76.57
445,49af58ad-edd6-4e4c-98f7-ffa3dfee9023,8,468.1
475,f180ef26-1a57-44d7-9a57-ec56c54b65ca,60,641.81
75,c77b9215-ab40-4cb2-8a12-6398983de788,88,96.48
108,57154771-d31d-4ea8-a69c-73db0ad80d85,28,470.88
33,6bed656a-2a2e-4367-bddd-58d8b36713f6,59,792.61
33,7674b209-00c6-49cb-9d99-6926d3027fd5,78,791.92
254,3c58fa05-763b-4d4b-a4bf-a091cc270559,62,273.43
255,6807b0fa-7518-4694-9351-c1498cef1afe,15,577.5
279,d23a4e7c-b60d-407d-a009-d89bbfd998ca,39,590.68
263,ee03a214-ca94-474c-923e-b9b4775de96f,2,748.77
189,00f6b906-f937-4978-9126-5036026f7255,48,589.35
161,bfbd7ad8-6378-4e0e-9532-18912ce455f7,87,671.67
379,40781429-c078-4e63-955c-336b9dbe54b0,48,940.51
468,22c026a7-b2a0-4f8b-8a73-a70395961cdd,21,466.33
40,4bb75481-1256-4967-bb78-db12bb4105c0,13,643.82
287,9e9bd961-703b-4543-9be4-da6b439f07ca,25,170.12
268,9e45e396-caff-4742-b063-29970527664a,29,509.59
77,4a45e90d-156b-439b-b97b-88c407869bff,40,56.3
368,ce42c442-8980-47d2-b25b-dbcbf9608f0a,82,225.38
282,f5e2e64f-4d28-4737-a5ce-969860add06c,75,488.47
480,169dbbcf-3dd8-4c67-850d-cf18720ec06d,79,569.52
415,af200b79-1791-4dd4-b238-64b4415f9262,53,654.53
9,e257ed3d-08e2-442b-9fd1-13a6eff4d3d1,29,703.67
213,883ee1e4-64cf-467c-9022-6e7cf4435bd2,22,672.1
61,c6671023-623d-4d55-849a-9d8c75c80394,91,142.9
70,4b63e716-48ba-4de3-8717-7f55ddc8a480,4,190.95
102,26203a2a-1d07-4dee-a9cc-500d082bdbd9,9,545.8
133,1814ab1c-9744-4792-adfc-e1d0a52645cc,2,421.18
148,d9f0cb1c-5f1d-413c-96e3-f2264e73dd68,96,476.24
130,4b559060-fd52-4101-ac09-eda8c49b06ad,55,708.71
90,32d089b7-e992-4c74-bfb3-cfd88cdd5b3f,59,713.4
246,02b368a0-5d65-4922-9e54-b4a822f1a611,63,587.88
371,40d27021-7624-448d-b58d-ca8390e9c141,97,406.3
416,3a4ecdf1-8fb8-4948-a008-6354637c7dda,21,620.67
256,fd64a2e9-0beb-494b-88e7-85d407ef1ba7,17,206.23
134,f4d83e7b-caf4-4722-9c37-ba502ecc8c2a,63,710.23
455,d3aaef82-0275-4f0d-a890-ba1811a78bec,14,284.92
64,cb21e121-2994-4788-80b2-5a8704e75b3d,59,179.8
352,de05b0d5-4487-4c87-b35c-88209dfd0d96,39,431.15
370,337a4e1f-e37f-4485-bdc3-cdfa2e98bf92,86,662.76
361,b3de560f-1f73-44a8-b07b-fc07b0a27811,11,56.99
45,d8137aa9-85bc-40b0-801c-0227f76a8eb1,31,108.96
24,69b50579-bd69-4356-9970-c1637d7e4990,77,412.18
113,9b59a940-a423-46a2-b763-18570d0b2fd9,67,692.39
388,703cc665-0e1d-4250-9af5-510a3beca32b,22,886.1
301,93889110-28ca-410f-9016-a7decc3000e4,35,745.51
140,8664dcc0-f124-4a8a-9077-47711ef052a4,61,117.29
90,1a73424e-5bf1-4087-806a-f9f385ab0854,4,167.27
243,16806337-de96-4b44-b1be-b5355253bd28,96,478.67
233,e9e82281-3904-46f3-9917-bc5f56a89c1a,84,941.83
471,01d9ca46-65d6-45ac-ada3-a637d954fc31,80,671.26
212,31d2ee00-6616-4e8c-834e-9ecfe187ce0e,50,163.13
177,64e8e7e9-9535-463d-aaf8-36cd772d39c8,4,220.88
497,a05a8cf0-9670-4736-9f45-fbb00ead6173,36,132.28
358,64feca14-196e-45c2-82f1-0b10d30c8030,57,160.76
318,ad2dd48a-202a-4ec1-a14a-1eca902dab8b,64,184.32
117,634df3e8-3c19-4ded-a0f4-032988b5f19c,66,439.99
83,9a84a354-5d3f-4def-829e-fe13275e8a96,29,36.2
132,40456353-df0e-4ff7-85ab-f7d144623be2,9,58.54
390,ea0b4494-cadb-4eb9-9fa5-7cf6ec4075bd,80,471.51
422,776e899e-ce6b-48f3-9ae4-d2f9c6e9be03,82,418.39
371,537c0195-e1bb-4638-ba48-e17de29595ed,52,314.92
361,4c5217a0-0c5d-4704-81b1-e4fd90af55ed,73,181.75
365,c6f38055-467f-4d9e-b86f-79c8341fd919,39,222.42
147,4a0f9f31-fa0d-4c8a-86e3-8f1664738c4d,2,516.95
365,9d81aad9-9f33-49a6-958e-f3eaf558d0b8,30,925.18
154,9f8234e5-be76-4a15-8bb0-803a4c5c9dcb,40,109.11
341,d8de2c03-29ba-45ee-874f-ab23973ed9be,48,281.42
232,91520992-be2f-446e-bdfa-ee98e30b0c56,29,630.47
11,1d77f2fb-c399-4581-a24e-1001cdb3c971,61,795.12
267,6bba9484-42db-4d6d-bdcd-2606aef5d912,28,443.85
456,8c7ab112-e2fd-4fa6-911a-ba2b6d22d06d,50,17.31
85,3ee0cfbc-1f80-471a-9915-c32c80137a86,67,580.52
83,e4675d88-4cf7-42be-818d-d01705b02bf4,63,564.68
73,7df3dba1-dc9c-4bca-864e-8ccccc1dd3f8,30,799.54
348,b663f7d3-081a-45b7-a6c0-1d609073358d,61,609.5
411,85d15ca8-95a3-481c-86ab-f12bc4527f03,83,29.35
132,6e327fcc-1ef4-4e5d-8708-fe8232714cab,89,87.3
183,bb948b78-faa8-4699-b817-5814d3ff98a6,72,633.65
42,7112c9b2-dae2-4655-b130-683b5d791178,14,623.41
226,baa4a268-6c08-4685-8ef9-b6c35b3693f9,99,397.37
415,b69685db-a15b-4631-b1aa-6c17675a24f2,93,306.37
48,b7c4e20a-9175-49b1-8dc3-05d9eb1adc37,75,901.76
434,9a659c0d-60cc-4f73-af91-ced93d5dec08,65,371.94
354,738c4f39-f54f-485a-abf2-99538942e0f5,79,570.49
263,05837de7-226d-4f7f-92d2-c6de3aed339d,79,846.85
32,2d89b28e-62c3-4bc5-ab76-38b0b37e1f13,33,327.38
463,546f75e4-7c84-47e1-a512-6a286d391f23,60,822.45
134,462cb21f-58bf-411a-a8ee-226d871a80c5,40,124.69
214,e63182a3-d839-4d31-b885-47752e8ba138,12,458.2
114,ec08220e-9940-44e7-9d74-f788f1d21699,40,1000.55
330,7b6359bb-7fae-4dce-a266-b4d48251ff4f,66,412.51
275,228ade43-3094-4c3f-882a-519518f38327,60,87.62
121,95e5ac79-0bc1-4569-b302-bfffff1b4794,6,340.57
239,71053350-1132-46e6-a3f4-611076cc1b40,34,409.97
133,9e226aa5-6f48-49ea-ae70-c2236499650a,47,192.98
497,76990a0f-87d5-43f8-bdf0-f92819c2f0ff,82,181.83
142,65d0c26f-44c3-4dc2-b722-aa26d016fe19,97,465.15
248,1b3ea787-f33e-4f38-bd78-550e4475318f,41,608.89
117,df57a87a-56e2-4291-961d-26442ff2eeb5,65,974.76
420,97b3d003-784f-4029-b7cd-96a85d017fce,30,747.96
335,9bb86fac-ffe3-42ef-8cb7-c7b84dd1032e,60,985.85
138,ed1e7763-1488-4eeb-8ad4-f5bef7cc1dda,93,562.21
71,593de4e8-30ba-42dd-ad4b-c4a6adcb60f8,66,600.8
443,d76cc60b-2f04-48bb-9c2f-bfac145b43eb,72,675.65
245,d11f9f64-7b9f-4937-ba03-f2b3ee8276d6,78,539.71
445,0beec236-45eb-4714-9e02-93275ed667c0,17,44.72
64,ea65b89f-3dcf-451d-98d0-7c379f79a63e,66,701.3
281,e3a934b9-cdc6-46d7-92f8-2e3c17391128,52,778.42
441,403fbfcf-08a3-4fea-b7fd-41ad8ccda9c6,50,308.93
49,624f57d5-be7c-4086-9e76-b859e2429ae3,6,30.39
154,0f7aa4e7-41bf-4ae0-ac93-037cca577cb1,5,649.37
71,ecb2b4bb-7678-49e2-bd5a-e32b4e290411,91,39.47
35,e379b19a-9399-4584-b4fd-e0abb141a19d,82,633.99
156,e7211f49-9b3b-46ac-b041-851d9ae5fd24,11,156.8
132,f6ea8b43-38e3-42f3-a589-3fc1a9ab8ff6,20,507.99
484,a3233b2c-a31f-4360-934b-c00d7734e218,11,858.65
283,6e5ada34-5c13-439c-91cd-6b1f42040651,66,913.7
157,3a9a3dc9-70ba-4e4b-a89c-e6c9f264f47a,96,427.88
56,a21314a0-d2b2-4632-b948-2c867f910bc6,73,800.58
435,9ef9b053-2360-4fb2-98f6-96201f394c7e,27,615.1
141,5a8db9e5-b6a9-49bf-9c4b-f2ba82b787eb,88,296.38
430,a7022202-46c6-4bd2-8411-45dd01c89ab4,9,451.58
27,30d16f8e-dfb9-4d9a-a668-0b58209a3950,91,57.35
293,43cc804f-be60-43e4-8174-06f838a2e376,52,142.26
442,595a5cec-27ed-472d-8b0a-2d51ef897dc1,10,876.35
481,7e076bb7-3e26-4b8d-9ed7-3f70a37a1394,79,459.39
414,b57b5ec6-1c11-408b-aba5-6a2358266c58,13,6.84
82,8d1b4a99-2968-4580-a2ea-73a27e4a3fbb,42,535.82
418,e0c3fa83-1a5e-464b-b11b-f3db347fe8b3,31,936.33
488,b96912fb-f006-4e40-a7d5-b15875891143,35,857.86
103,6446ed31-5431-47b0-8657-049092915a13,31,694.1
212,77f4256f-26b4-4c63-bde0-eaa86bf82f55,60,127.76
471,b11c1a7f-f661-49ac-9533-9efb8aae6bf8,8,145.29
2,15c781dd-46e4-431c-9f5d-adeca5aca1e4,89,545.52
366,51f4838b-d147-46c4-b5c4-ece972e3d006,40,57.6
162,83dde81e-3602-4e36-8944-f266a74dfeaf,99,487
367,176a15a3-2f98-4efd-817f-351e6e69baa4,93,876.11
422,e5d2a755-b03e-4db8-a167-1b71f5f9dfb8,41,132.2
483,92d57772-1e14-4bae-923f-627fbf4c0e56,36,359.58
79,6ce2fa1e-6b9d-445d-86f5-de56e3beea88,14,825.11
40,3cc52fc1-bb48-4d47-94f7-4c03021b836f,40,342.87
418,d83d8600-1729-4b3b-8636-e9606ae18b36,92,566.33
91,da9147ad-608c-448d-9d1b-9baea4fcb86b,37,820.24
86,586fe4fc-caaa-4246-b89f-8bf03d172165,28,615.16
323,893c4500-a419-4291-8d2c-4982977dd37e,32,11.2
247,af54bbe3-3c7b-46a6-aeb6-6b72618178e9,36,916.31
146,91fcf4aa-5532-4233-a5e2-b00fe822b1eb,65,120.9
125,a78329b1-3102-4dbc-9d8f-88c58909925e,19,831.69
486,e53d890b-b81f-4927-aecf-d856cb3256b3,93,476.57
433,155f7aa5-7b97-42c4-980b-0027879bfc37,46,222.69
293,be565a1a-302d-4b95-8545-eaa96c5a2352,61,573.22
133,d9cbe2f0-0682-4ec0-82b8-e28321a4c906,20,480.6
331,f0c492ed-07f0-4c46-a443-5ecf33c8cdcb,42,396.19
397,18c934b0-1a7c-475e-993a-5843b0a1fe8d,51,830.49
5,7457a55d-ebc3-48e6-a401-dfdba77f6a56,95,52.15
83,3ebdb4ca-a61f-4c47-a4b7-b8bf2228517e,10,937.87
196,2783d0bb-844a-4609-b862-c1e549775587,90,713.22
190,a4893320-2d51-4bf2-afd0-e5a82f1db97c,3,435.81
234,2afc4d8a-0278-4488-b3d6-144eaf9171b8,63,640.41
189,8395b1d3-a7f4-428d-becf-074fc6a1fc12,60,32.73
